
23-Apr-2014 07:52:00
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154157.jpg,1.734970e+02,4.337811e+01,2.419610e+02,2.318049e+02,9.488568e-01,1.694936e-03,0,

23-Apr-2014 07:52:12
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154205.jpg,1.258580e+02,2.174911e+01,1.979007e+02,1.849024e+02,9.262100e-01,1.938464e-04,0,

23-Apr-2014 07:52:28
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154225.jpg,1.248602e+02,3.489290e+00,2.046062e+02,1.874878e+02,9.148832e-01,-9.944463e-04,0,

23-Apr-2014 07:52:43
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154316.jpg,1.371987e+02,2.484217e+01,2.085336e+02,1.952683e+02,9.277847e-01,-7.966700e-04,0,

23-Apr-2014 07:55:32
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154157.jpg,1.734970e+02,4.337811e+01,2.419610e+02,2.324390e+02,9.520502e-01,-1.228215e-03,1.866886e-03,2.398966e+01,

23-Apr-2014 07:55:48
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154205.jpg,1.258580e+02,2.174911e+01,1.979007e+02,1.850244e+02,9.269023e-01,8.307702e-04,8.030779e-04,7.739219e+00,

23-Apr-2014 07:56:01
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154225.jpg,1.248602e+02,3.489290e+00,2.046062e+02,1.878780e+02,9.168236e-01,8.489176e-04,0,

23-Apr-2014 07:56:13
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154316.jpg,1.371987e+02,2.484217e+01,2.085336e+02,1.960976e+02,9.322992e-01,-6.107803e-04,1.380895e-03,8.709494e+00,

23-Apr-2014 07:56:21
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154336.jpg,1.907494e+02,1.914444e+02,1.912312e+02,1.613902e+02,5.332938e+01,0,0,0,

23-Apr-2014 07:56:35
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154354.jpg,2.215695e+02,2.232242e+02,2.231409e+02,2.040488e+02,1.652260e+02,0,0,0,

23-Apr-2014 07:56:52
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154738.jpg,1.487908e+02,3.561826e+01,2.204542e+02,2.028780e+02,9.049094e-01,-5.278247e-04,0,

23-Apr-2014 07:57:11
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154751.jpg,1.277157e+02,1.862544e+01,2.021723e+02,1.906585e+02,9.372706e-01,-7.972975e-04,0,

23-Apr-2014 07:57:27
Name of file,Blue Color Standard,Black Color Standard,White Color Standard,Raw data,Normalized data,Slope Down,Slope Up,Sum under curve,
IMG_20140420_154812.jpg,1.467660e+02,2.751537e+01,2.311846e+02,202,8.567061e-01,-3.305216e-03,0,
